coord,type,strand,ID,Alias,Name,Derives_from,sRNA_115,sRNA_266_4,sRNA_793,sRNA_LU
chrX:77005464-77005486,miRNA,-,MIMAT0000771,MIMAT0000771,hsa-miR-325,MI0000824,0,0,0,0
chr14:100307876-100307897,miRNA,+,MIMAT0000772,MIMAT0000772,hsa-miR-345-5p,MI0000825,1132,419,299,320
chr10:86264747-86264769,miRNA,-,MIMAT0000773,MIMAT0000773,hsa-miR-346,MI0000826,0,0,0,0
chrX:76919285-76919304,miRNA,-,MIMAT0001075,MIMAT0001075,hsa-miR-384,MI0001145,2,0,3,0
chr7:27169528-27169549,miRNA,-,MIMAT0001080,MIMAT0001080,hsa-miR-196b-5p,MI0001150,4,78,122,134
chr15:63870989-63871010,miRNA,-,MIMAT0001339,MIMAT0001339,hsa-miR-422a,MI0001444,0,0,0,0
chr17:30117131-30117153,miRNA,+,MIMAT0001340,MIMAT0001340,hsa-miR-423-3p,MI0001445,12854,12742,7914,7723
chrX:134546680-134546701,miRNA,-,MIMAT0001341,MIMAT0001341,hsa-miR-424-5p,MI0001446,89,20,32,92
chr3:49020159-49020180,miRNA,-,MIMAT0001343,MIMAT0001343,hsa-miR-425-3p,MI0001448,406,104,97,212
chrX:134170084-134170106,miRNA,-,MIMAT0001412,MIMAT0001412,hsa-miR-18b-5p,MI0001518,3,1,3,1
chrX:134169850-134169872,miRNA,-,MIMAT0001413,MIMAT0001413,hsa-miR-20b-5p,MI0001519,189,20,35,99
chrX:114823524-114823545,miRNA,+,MIMAT0001532,MIMAT0001532,hsa-miR-448,MI0001637,1,4,1,0
chr1:1169055-1169076,miRNA,+,MIMAT0001536,MIMAT0001536,hsa-miR-429,MI0001641,15,14,5,50
chr5:55170586-55170607,miRNA,-,MIMAT0001541,MIMAT0001541,hsa-miR-449a,MI0001648,0,0,5,20
chrX:134540393-134540414,miRNA,-,MIMAT0001545,MIMAT0001545,hsa-miR-450a-5p,MI0001652,0,0,1,1
chrX:134540564-134540585,miRNA,-,MIMAT0001545_1,MIMAT0001545,hsa-miR-450a-5p,MI0003187,0,0,2,5
chr3:49020631-49020652,miRNA,-,MIMAT0001618,MIMAT0001618,hsa-miR-191-3p,MI0000465,21,17,4,3
chr1:1167878-1167899,miRNA,+,MIMAT0001620,MIMAT0001620,hsa-miR-200a-5p,MI0000737,7,9,1,0
chr14:101065606-101065627,miRNA,+,MIMAT0001621,MIMAT0001621,hsa-miR-369-5p,MI0000777,5,4,454,533
chr14:100881026-100881046,miRNA,+,MIMAT0001625,MIMAT0001625,hsa-miR-431-5p,MI0001721,1,1,47,34
chr14:100881949-100881970,miRNA,+,MIMAT0001627,MIMAT0001627,hsa-miR-433-3p,MI0001723,5,1,155,68
chr14:101026834-101026855,miRNA,+,MIMAT0001629,MIMAT0001629,hsa-miR-329-3p,MI0001725,0,0,0,0
chr14:101027151-101027172,miRNA,+,MIMAT0001629_1,MIMAT0001629,hsa-miR-329-3p,MI0001726,0,0,0,0
chr14:101056233-101056255,miRNA,+,MIMAT0001630,MIMAT0001630,hsa-miR-323b-5p,MI0014206,0,0,0,1
chr17:28861403-28861424,miRNA,-,MIMAT0001631,MIMAT0001631,hsa-miR-451a,MI0001729,974,914,203,89
chrX:151959678-151959699,miRNA,-,MIMAT0001635,MIMAT0001635,hsa-miR-452-5p,MI0001733,14,6,58,3
chrX:151959634-151959655,miRNA,-,MIMAT0001636,MIMAT0001636,hsa-miR-452-3p,MI0001733,2,1,2,0
chr14:101065314-101065336,miRNA,+,MIMAT0001638,MIMAT0001638,hsa-miR-409-5p,MI0001735,3,0,82,108
chr14:101065346-101065367,miRNA,+,MIMAT0001639,MIMAT0001639,hsa-miR-409-3p,MI0001735,24,36,2670,885
chr14:101065500-101065522,miRNA,+,MIMAT0002170,MIMAT0002170,hsa-miR-412-3p,MI0002464,0,0,0,0
chr14:101065961-101065981,miRNA,+,MIMAT0002171,MIMAT0002171,hsa-miR-410-3p,MI0002465,6,5,185,100
chr14:101040497-101040518,miRNA,+,MIMAT0002172,MIMAT0002172,hsa-miR-376b-3p,MI0002466,0,0,9,3
chr11:2134142-2134162,miRNA,-,MIMAT0002173,MIMAT0002173,hsa-miR-483-3p,MI0002467,0,0,0,0
chr16:15643301-15643322,miRNA,+,MIMAT0002174,MIMAT0002174,hsa-miR-484,MI0002468,1045,172,193,333
chr14:101055427-101055448,miRNA,+,MIMAT0002175,MIMAT0002175,hsa-miR-485-5p,MI0002469,4,6,232,204
chr14:101055464-101055485,miRNA,+,MIMAT0002176,MIMAT0002176,hsa-miR-485-3p,MI0002469,2,0,50,64
chr8:41660484-41660505,miRNA,-,MIMAT0002177,MIMAT0002177,hsa-miR-486-5p,MI0002470,3,4,1,0
chr8:41660444-41660465,miRNA,+,MIMAT0002177_1,MIMAT0002177,hsa-miR-486-5p,MI0023622,18,63,33,8
chr14:101052494-101052515,miRNA,+,MIMAT0002178,MIMAT0002178,hsa-miR-487a-3p,MI0002471,0,0,43,67
chr1:177029412-177029432,miRNA,-,MIMAT0002804,MIMAT0002804,hsa-miR-488-5p,MI0003123,0,0,0,2
chr7:93483947-93483968,miRNA,-,MIMAT0002805,MIMAT0002805,hsa-miR-489-3p,MI0003124,0,0,0,1
chr7:136903242-136903263,miRNA,+,MIMAT0002806,MIMAT0002806,hsa-miR-490-3p,MI0003125,1,1,4,3
chr9:20716120-20716141,miRNA,+,MIMAT0002807,MIMAT0002807,hsa-miR-491-5p,MI0003126,2,0,4,1
chr10:17845122-17845142,miRNA,+,MIMAT0002808,MIMAT0002808,hsa-miR-511-5p,MI0003127,0,2,0,0
chr10:102436520-102436542,miRNA,+,MIMAT0002809,MIMAT0002809,hsa-miR-146b-5p,MI0003129,498,758,232,776
chr10:133247572-133247593,miRNA,-,MIMAT0002810,MIMAT0002810,hsa-miR-202-5p,MI0003130,3,0,0,0
chr10:133247538-133247557,miRNA,-,MIMAT0002811,MIMAT0002811,hsa-miR-202-3p,MI0003130,0,0,0,0
chr12:94834427-94834449,miRNA,+,MIMAT0002812,MIMAT0002812,hsa-miR-492,MI0003131,0,0,0,0
chr14:100869075-100869096,miRNA,+,MIMAT0002813,MIMAT0002813,hsa-miR-493-5p,MI0003132,7,5,2519,2743
chr14:100884496-100884518,miRNA,+,MIMAT0002814,MIMAT0002814,hsa-miR-432-5p,MI0003133,5,9,230,187
chr14:100884544-100884564,miRNA,+,MIMAT0002815,MIMAT0002815,hsa-miR-432-3p,MI0003133,0,0,0,1
chr14:101029681-101029702,miRNA,+,MIMAT0002816,MIMAT0002816,hsa-miR-494-3p,MI0003134,12,9,852,1118
chr14:101033804-101033825,miRNA,+,MIMAT0002817,MIMAT0002817,hsa-miR-495-3p,MI0003135,6,8,348,1007
chr14:101060628-101060649,miRNA,+,MIMAT0002818,MIMAT0002818,hsa-miR-496,MI0003136,0,0,8,10
chr16:14304017-14304038,miRNA,+,MIMAT0002819,MIMAT0002819,hsa-miR-193b-3p,MI0003137,621,77,133,64
chr17:7017979-7017999,miRNA,-,MIMAT0002820,MIMAT0002820,hsa-miR-497-5p,MI0003138,19,17,13,18
chr19:13874910-13874932,miRNA,+,MIMAT0002821,MIMAT0002821,hsa-miR-181d-5p,MI0003139,41,54,91,32
chr19:53666692-53666714,miRNA,+,MIMAT0002822,MIMAT0002822,hsa-miR-512-5p,MI0003140,0,0,0,0
chr19:53669176-53669198,miRNA,+,MIMAT0002822_1,MIMAT0002822,hsa-miR-512-5p,MI0003141,0,0,0,0
chr19:53666729-53666750,miRNA,+,MIMAT0002823,MIMAT0002823,hsa-miR-512-3p,MI0003140,0,0,0,0
chr19:53669213-53669234,miRNA,+,MIMAT0002823_1,MIMAT0002823,hsa-miR-512-3p,MI0003141,0,0,0,0
chr19:53674230-53674252,miRNA,+,MIMAT0002824,MIMAT0002824,hsa-miR-498-5p,MI0003142,10,0,17,0
chr19:53675764-53675784,miRNA,+,MIMAT0002825,MIMAT0002825,hsa-miR-520e-3p,MI0003143,7,0,13,0
chr19:53679016-53679039,miRNA,+,MIMAT0002826,MIMAT0002826,hsa-miR-515-5p,MI0003144,0,0,0,0
chr19:53685022-53685045,miRNA,+,MIMAT0002826_1,MIMAT0002826,hsa-miR-515-5p,MI0003147,0,0,0,0
chr19:53679053-53679074,miRNA,+,MIMAT0002827,MIMAT0002827,hsa-miR-515-3p,MI0003144,0,0,0,0
chr19:53685059-53685080,miRNA,+,MIMAT0002827_1,MIMAT0002827,hsa-miR-515-3p,MI0003147,0,0,0,0
chr19:53679953-53679974,miRNA,+,MIMAT0002828,MIMAT0002828,hsa-miR-519e-5p,MI0003145,0,0,1,0
chr19:53679991-53680012,miRNA,+,MIMAT0002829,MIMAT0002829,hsa-miR-519e-3p,MI0003145,0,0,2,0
chr19:53682213-53682234,miRNA,+,MIMAT0002830,MIMAT0002830,hsa-miR-520f-3p,MI0003146,113,0,231,0
chr19:53686484-53686505,miRNA,+,MIMAT0002831,MIMAT0002831,hsa-miR-519c-5p,MI0003148,0,0,0,0
chr19:53686522-53686543,miRNA,+,MIMAT0002832,MIMAT0002832,hsa-miR-519c-3p,MI0003148,14,0,32,0
chr19:53690895-53690915,miRNA,+,MIMAT0002833,MIMAT0002833,hsa-miR-520a-5p,MI0003149,93,0,310,0
chr19:53690933-53690954,miRNA,+,MIMAT0002834,MIMAT0002834,hsa-miR-520a-3p,MI0003149,646,0,930,3
chr19:53694406-53694428,miRNA,+,MIMAT0002835,MIMAT0002835,hsa-miR-526b-5p,MI0003150,142,0,542,0
chr19:53694443-53694464,miRNA,+,MIMAT0002836,MIMAT0002836,hsa-miR-526b-3p,MI0003150,0,0,0,0
chr19:53695263-53695284,miRNA,+,MIMAT0002837,MIMAT0002837,hsa-miR-519b-3p,MI0003151,6,0,28,0
chr19:53697547-53697567,miRNA,+,MIMAT0002838,MIMAT0002838,hsa-miR-525-5p,MI0003152,55,0,216,0
chr19:53697584-53697605,miRNA,+,MIMAT0002839,MIMAT0002839,hsa-miR-525-3p,MI0003152,4,0,9,0
chr19:53698437-53698459,miRNA,+,MIMAT0002840,MIMAT0002840,hsa-miR-523-3p,MI0003153,81,0,131,0
chr19:53700030-53700051,miRNA,+,MIMAT0002841,MIMAT0002841,hsa-miR-518f-5p,MI0003154,2,0,3,0
chr19:53700067-53700087,miRNA,+,MIMAT0002842,MIMAT0002842,hsa-miR-518f-3p,MI0003154,23,0,49,0
chr19:53701267-53701287,miRNA,+,MIMAT0002843,MIMAT0002843,hsa-miR-520b-3p,MI0003155,0,0,0,0
chr19:53702787-53702808,miRNA,+,MIMAT0002844,MIMAT0002844,hsa-miR-518b,MI0003156,788,0,2026,3
chr19:53706266-53706287,miRNA,+,MIMAT0002845,MIMAT0002845,hsa-miR-526a-5p,MI0003157,0,0,0,0
chr19:53726928-53726949,miRNA,+,MIMAT0002845_1,MIMAT0002845,hsa-miR-526a-5p,MI0003168,0,0,0,0
chr19:53707506-53707527,miRNA,+,MIMAT0002846,MIMAT0002846,hsa-miR-520c-3p,MI0003158,0,0,0,0
chr19:53708758-53708780,miRNA,+,MIMAT0002847,MIMAT0002847,hsa-miR-518c-5p,MI0003159,49,0,96,0
chr19:53708796-53708818,miRNA,+,MIMAT0002848,MIMAT0002848,hsa-miR-518c-3p,MI0003159,40,0,113,0
chr19:53711017-53711038,miRNA,+,MIMAT0002849,MIMAT0002849,hsa-miR-524-5p,MI0003160,37,0,105,0
chr19:53711054-53711074,miRNA,+,MIMAT0002850,MIMAT0002850,hsa-miR-524-3p,MI0003160,15,0,18,0
chr19:53712282-53712303,miRNA,+,MIMAT0002851,MIMAT0002851,hsa-miR-517-5p,MI0003161,0,0,0,0
chr19:53721081-53721102,miRNA,+,MIMAT0002851_1,MIMAT0002851,hsa-miR-517-5p,MI0003165,0,0,0,0
chr19:53741332-53741353,miRNA,+,MIMAT0002851_2,MIMAT0002851,hsa-miR-517-5p,MI0003174,0,0,0,0
chr19:53712321-53712342,miRNA,+,MIMAT0002852,MIMAT0002852,hsa-miR-517a-3p,MI0003161,0,0,0,0
chr19:53713400-53713421,miRNA,+,MIMAT0002853,MIMAT0002853,hsa-miR-519d-3p,MI0003162,174,1,233,0
chr19:53716647-53716668,miRNA,+,MIMAT0002854,MIMAT0002854,hsa-miR-521,MI0003163,0,0,0,0
chr19:53748689-53748710,miRNA,+,MIMAT0002854_1,MIMAT0002854,hsa-miR-521,MI0003176,0,0,0,0
chr19:53720111-53720130,miRNA,+,MIMAT0002855,MIMAT0002855,hsa-miR-520d-5p,MI0003164,20,0,68,0
chr19:53720149-53720170,miRNA,+,MIMAT0002856,MIMAT0002856,hsa-miR-520d-3p,MI0003164,49,0,82,0
chr19:53721118-53721139,miRNA,+,MIMAT0002857,MIMAT0002857,hsa-miR-517b-3p,MI0003165,0,0,0,0
chr19:53722220-53722243,miRNA,+,MIMAT0002858,MIMAT0002858,hsa-miR-520g-3p,MI0003166,299,0,395,0
chr19:53725457-53725478,miRNA,+,MIMAT0002859,MIMAT0002859,hsa-miR-516b-5p,MI0003167,523,0,862,0
chr19:53736860-53736881,miRNA,+,MIMAT0002859_1,MIMAT0002859,hsa-miR-516b-5p,MI0003172,1161,0,4639,0
chr19:53725497-53725514,miRNA,+,MIMAT0002860,MIMAT0002860,hsa-miR-516b-3p,MI0003167,0,0,0,0
chr19:53736905-53736922,miRNA,+,MIMAT0002860_1,MIMAT0002860,hsa-miR-516b-3p,MI0003172,0,0,0,0
chr19:53729891-53729911,miRNA,+,MIMAT0002861,MIMAT0002861,hsa-miR-518e-3p,MI0003169,234,0,439,0
chr19:53754031-53754050,miRNA,+,MIMAT0002862,MIMAT0002862,hsa-miR-527,MI0003179,0,0,0,0
chr19:53731056-53731077,miRNA,+,MIMAT0002863,MIMAT0002863,hsa-miR-518a-3p,MI0003170,0,0,0,0
chr19:53739385-53739406,miRNA,+,MIMAT0002863_1,MIMAT0002863,hsa-miR-518a-3p,MI0003173,0,0,0,0
chr19:53734929-53734949,miRNA,+,MIMAT0002864,MIMAT0002864,hsa-miR-518d-3p,MI0003171,2,0,10,0
chr19:53741369-53741390,miRNA,+,MIMAT0002866,MIMAT0002866,hsa-miR-517c-3p,MI0003174,65,0,330,0
chr19:53742566-53742587,miRNA,+,MIMAT0002867,MIMAT0002867,hsa-miR-520h,MI0003175,26,0,71,0
chr19:53751264-53751285,miRNA,+,MIMAT0002868,MIMAT0002868,hsa-miR-522-3p,MI0003177,352,0,987,1
chr19:53752449-53752470,miRNA,+,MIMAT0002869,MIMAT0002869,hsa-miR-519a-3p,MI0003178,0,0,0,0
chr19:53762397-53762418,miRNA,+,MIMAT0002869_1,MIMAT0002869,hsa-miR-519a-3p,MI0003182,0,0,0,0
chr20:34990408-34990428,miRNA,+,MIMAT0002870,MIMAT0002870,hsa-miR-499a-5p,MI0003183,121,26,29,78
chrX:50008482-50008503,miRNA,+,MIMAT0002871,MIMAT0002871,hsa-miR-500a-3p,MI0003184,1754,414,261,1094
chrX:50009735-50009756,miRNA,+,MIMAT0002872,MIMAT0002872,hsa-miR-501-5p,MI0003185,70,82,13,34
chrX:50014613-50014633,miRNA,+,MIMAT0002873,MIMAT0002873,hsa-miR-502-5p,MI0003186,6,0,0,4
chrX:134546371-134546393,miRNA,-,MIMAT0002874,MIMAT0002874,hsa-miR-503-5p,MI0003188,791,89,259,442
chrX:138667760-138667781,miRNA,-,MIMAT0002875,MIMAT0002875,hsa-miR-504-5p,MI0003189,60,295,73,61
chrX:139924160-139924181,miRNA,-,MIMAT0002876,MIMAT0002876,hsa-miR-505-3p,MI0003190,127,86,47,74
chrX:147213538-147213555,miRNA,-,MIMAT0002877,MIMAT0002877,hsa-miR-513a-5p,MI0003191,0,0,0,0
chrX:147225900-147225917,miRNA,-,MIMAT0002877_1,MIMAT0002877,hsa-miR-513a-5p,MI0003192,0,0,0,0
chrX:147230753-147230773,miRNA,-,MIMAT0002878,MIMAT0002878,hsa-miR-506-3p,MI0003193,428,672,8,0
chrX:147231002-147231022,miRNA,-,MIMAT0002879,MIMAT0002879,hsa-miR-507,MI0003194,4,5,0,0
chrX:147236945-147236967,miRNA,-,MIMAT0002880,MIMAT0002880,hsa-miR-508-3p,MI0003195,1703,2324,58,0
chrX:147258775-147258796,miRNA,-,MIMAT0002881,MIMAT0002881,hsa-miR-509-3p,MI0005530,0,0,0,0
chrX:147259662-147259683,miRNA,-,MIMAT0002881_1,MIMAT0002881,hsa-miR-509-3p,MI0005717,0,0,0,0
chrX:147260550-147260571,miRNA,-,MIMAT0002881_2,MIMAT0002881,hsa-miR-509-3p,MI0003196,0,0,0,0
chrX:147272378-147272399,miRNA,-,MIMAT0002882,MIMAT0002882,hsa-miR-510-5p,MI0003197,6,11,0,0
chrX:147279266-147279286,miRNA,-,MIMAT0002883,MIMAT0002883,hsa-miR-514a-3p,MI0003198,0,0,0,0
chrX:147281957-147281977,miRNA,-,MIMAT0002883_1,MIMAT0002883,hsa-miR-514a-3p,MI0003199,0,0,0,0
chrX:147284655-147284675,miRNA,-,MIMAT0002883_2,MIMAT0002883,hsa-miR-514a-3p,MI0003200,0,0,0,0
chrX:50003167-50003188,miRNA,+,MIMAT0002888,MIMAT0002888,hsa-miR-532-5p,MI0003205,21240,9015,3238,14826
chr14:101023800-101023821,miRNA,+,MIMAT0002890,MIMAT0002890,hsa-miR-299-5p,MI0000744,1,0,33,14
chr13:91350797-91350819,miRNA,+,MIMAT0002891,MIMAT0002891,hsa-miR-18a-3p,MI0000072,17,8,10,11
chr9:114209449-114209470,miRNA,+,MIMAT0003150,MIMAT0003150,hsa-miR-455-5p,MI0003513,827,195,467,482
chr14:100869116-100869137,miRNA,+,MIMAT0003161,MIMAT0003161,hsa-miR-493-3p,MI0003132,16,4,1549,2298
chr14:101047329-101047350,miRNA,+,MIMAT0003163,MIMAT0003163,hsa-miR-539-5p,MI0003514,0,0,13,18
chr14:101048712-101048733,miRNA,+,MIMAT0003164,MIMAT0003164,hsa-miR-544a,MI0003515,0,0,0,0
chrX:74287126-74287147,miRNA,-,MIMAT0003165,MIMAT0003165,hsa-miR-545-3p,MI0003516,0,0,0,0
chr14:101046505-101046526,miRNA,+,MIMAT0003180,MIMAT0003180,hsa-miR-487b-3p,MI0003530,4,1,235,226
chr1:3560710-3560730,miRNA,-,MIMAT0003214,MIMAT0003214,hsa-miR-551a,MI0003556,1,0,0,0
chr1:34669614-34669634,miRNA,-,MIMAT0003215,MIMAT0003215,hsa-miR-552-3p,MI0003557,4,0,0,3
chr1:100281256-100281276,miRNA,+,MIMAT0003216,MIMAT0003216,hsa-miR-553,MI0003558,0,0,0,0
chr1:151545811-151545831,miRNA,+,MIMAT0003217,MIMAT0003217,hsa-miR-554,MI0003559,0,0,0,0
chr1:155195237-155195258,miRNA,+,MIMAT0003218,MIMAT0003218,hsa-miR-92b-3p,MI0003560,1216,250,408,433
chr1:155346365-155346385,miRNA,-,MIMAT0003219,MIMAT0003219,hsa-miR-555,MI0003561,0,0,0,0
chr1:162342561-162342582,miRNA,+,MIMAT0003220,MIMAT0003220,hsa-miR-556-5p,MI0003562,2,0,0,0
chr1:168375584-168375606,miRNA,+,MIMAT0003221,MIMAT0003221,hsa-miR-557,MI0003563,0,0,0,0
chr2:32532213-32532231,miRNA,+,MIMAT0003222,MIMAT0003222,hsa-miR-558,MI0003564,0,0,0,0
chr2:47377690-47377710,miRNA,+,MIMAT0003223,MIMAT0003223,hsa-miR-559,MI0003565,0,0,0,0
chr2:188297552-188297573,miRNA,+,MIMAT0003225,MIMAT0003225,hsa-miR-561-3p,MI0003567,0,0,0,0
chr2:232172713-232172732,miRNA,+,MIMAT0003226,MIMAT0003226,hsa-miR-562,MI0003568,0,0,0,0
chr3:15873822-15873840,miRNA,+,MIMAT0003227,MIMAT0003227,hsa-miR-563,MI0003569,0,0,0,0
chr3:44861903-44861921,miRNA,+,MIMAT0003228,MIMAT0003228,hsa-miR-564,MI0003570,0,0,0,0
chr3:112112816-112112838,miRNA,+,MIMAT0003231,MIMAT0003231,hsa-miR-567,MI0003573,0,0,0,0
chr3:114316535-114316554,miRNA,-,MIMAT0003232,MIMAT0003232,hsa-miR-568,MI0003574,0,0,0,0
chr3:168551914-168551934,miRNA,+,MIMAT0003233,MIMAT0003233,hsa-miR-551b-3p,MI0003575,18,6,3,6
chr3:171106679-171106699,miRNA,-,MIMAT0003234,MIMAT0003234,hsa-miR-569,MI0003576,0,0,0,0
chr3:195699460-195699481,miRNA,+,MIMAT0003235,MIMAT0003235,hsa-miR-570-3p,MI0003577,0,0,0,0
chr4:350217-350237,miRNA,+,MIMAT0003236,MIMAT0003236,hsa-miR-571,MI0003578,0,0,0,0
chr4:11368887-11368906,miRNA,+,MIMAT0003237,MIMAT0003237,hsa-miR-572,MI0003579,0,0,0,0
chr4:24520252-24520275,miRNA,-,MIMAT0003238,MIMAT0003238,hsa-miR-573,MI0003580,0,0,0,0
chr4:38868092-38868113,miRNA,+,MIMAT0003239,MIMAT0003239,hsa-miR-574-3p,MI0003581,647,122,189,312
chr4:82753352-82753370,miRNA,-,MIMAT0003240,MIMAT0003240,hsa-miR-575,MI0003582,0,0,0,0
chr4:109488713-109488734,miRNA,+,MIMAT0003241,MIMAT0003241,hsa-miR-576-5p,MI0003583,3,5,2,11
chr4:114656774-114656794,miRNA,+,MIMAT0003242,MIMAT0003242,hsa-miR-577,MI0003584,8,19,13,19
chr4:165386302-165386322,miRNA,+,MIMAT0003243,MIMAT0003243,hsa-miR-578,MI0003585,0,0,0,0
chr5:32394392-32394414,miRNA,-,MIMAT0003244,MIMAT0003244,hsa-miR-579-3p,MI0003586,0,0,0,0
chr5:36147907-36147928,miRNA,-,MIMAT0003245,MIMAT0003245,hsa-miR-580-3p,MI0003587,0,0,1,0
chr5:53951564-53951584,miRNA,-,MIMAT0003246,MIMAT0003246,hsa-miR-581,MI0003588,1,4,0,1
chr5:59703666-59703688,miRNA,-,MIMAT0003247,MIMAT0003247,hsa-miR-582-5p,MI0003589,19,9,10,6
chr5:96079153-96079173,miRNA,+,MIMAT0003248,MIMAT0003248,hsa-miR-583,MI0003590,0,0,0,0
chr5:149062373-149062394,miRNA,-,MIMAT0003249,MIMAT0003249,hsa-miR-584-5p,MI0003591,1729,935,1899,2246
chr5:169263616-169263634,miRNA,-,MIMAT0003250,MIMAT0003250,hsa-miR-585-3p,MI0003592,1,0,1,42
chr6:18571844-18571865,miRNA,+,MIMAT0003251,MIMAT0003251,hsa-miR-548a-3p,MI0003593,0,0,0,0
chr6:135239220-135239241,miRNA,+,MIMAT0003251_1,MIMAT0003251,hsa-miR-548a-3p,MI0003598,0,0,0,0
chr8:104484384-104484405,miRNA,-,MIMAT0003251_2,MIMAT0003251,hsa-miR-548a-3p,MI0003612,0,0,0,0
chr6:45197734-45197755,miRNA,-,MIMAT0003252,MIMAT0003252,hsa-miR-586,MI0003594,0,0,0,0
chr6:106784140-106784160,miRNA,+,MIMAT0003253,MIMAT0003253,hsa-miR-587,MI0003595,0,0,0,0
chr6:119069062-119069083,miRNA,-,MIMAT0003254,MIMAT0003254,hsa-miR-548b-3p,MI0003596,0,0,0,0
chr6:126484646-126484666,miRNA,+,MIMAT0003255,MIMAT0003255,hsa-miR-588,MI0003597,0,0,0,0
chr7:5495834-5495857,miRNA,-,MIMAT0003256,MIMAT0003256,hsa-miR-589-3p,MI0003599,29,3,6,12
chr7:29680748-29680769,miRNA,-,MIMAT0003257,MIMAT0003257,hsa-miR-550a-3p,MI0003762,0,0,0,0
chr7:30289854-30289875,miRNA,+,MIMAT0003257_1,MIMAT0003257,hsa-miR-550a-3p,MI0003600,0,0,0,0
chr7:32733041-32733062,miRNA,+,MIMAT0003257_2,MIMAT0003257,hsa-miR-550a-3p,MI0003601,0,0,0,0
chr7:74191213-74191234,miRNA,+,MIMAT0003258,MIMAT0003258,hsa-miR-590-5p,MI0003602,1,0,1,2
chr7:96219722-96219741,miRNA,-,MIMAT0003259,MIMAT0003259,hsa-miR-591,MI0003603,0,0,0,0
chr7:127058148-127058169,miRNA,-,MIMAT0003260,MIMAT0003260,hsa-miR-592,MI0003604,1,1,27,30
chr7:128081876-128081900,miRNA,+,MIMAT0003261,MIMAT0003261,hsa-miR-593-5p,MI0003605,0,0,0,0
chr7:158532733-158532753,miRNA,-,MIMAT0003263,MIMAT0003263,hsa-miR-595,MI0003607,0,0,0,0
chr8:1817246-1817266,miRNA,+,MIMAT0003264,MIMAT0003264,hsa-miR-596,MI0003608,0,0,0,0
chr8:9741687-9741708,miRNA,+,MIMAT0003265,MIMAT0003265,hsa-miR-597-5p,MI0003609,0,0,1,0
chr8:11035221-11035242,miRNA,-,MIMAT0003266,MIMAT0003266,hsa-miR-598-3p,MI0003610,34,7,10,25
chr8:99536651-99536670,miRNA,-,MIMAT0003267,MIMAT0003267,hsa-miR-599,MI0003611,0,0,0,0
chr9:123111561-123111583,miRNA,-,MIMAT0003268,MIMAT0003268,hsa-miR-600,MI0003613,0,0,0,0
chr9:123402567-123402588,miRNA,-,MIMAT0003269,MIMAT0003269,hsa-miR-601,MI0003614,0,0,0,0
chr9:137838434-137838456,miRNA,+,MIMAT0003270,MIMAT0003270,hsa-miR-602,MI0003615,0,0,0,0
chr10:24275745-24275766,miRNA,+,MIMAT0003271,MIMAT0003271,hsa-miR-603,MI0003616,0,0,0,0
chr10:29545019-29545037,miRNA,-,MIMAT0003272,MIMAT0003272,hsa-miR-604,MI0003617,0,0,0,0
chr10:51299588-51299610,miRNA,+,MIMAT0003273,MIMAT0003273,hsa-miR-605-5p,MI0003618,0,0,0,2
chr10:75552518-75552538,miRNA,+,MIMAT0003274,MIMAT0003274,hsa-miR-606,MI0003619,0,3,0,0
chr10:96828684-96828704,miRNA,-,MIMAT0003275,MIMAT0003275,hsa-miR-607,MI0003620,0,0,0,0
chr10:100975000-100975024,miRNA,+,MIMAT0003276,MIMAT0003276,hsa-miR-608,MI0003621,0,0,0,0
chr10:104218849-104218868,miRNA,-,MIMAT0003277,MIMAT0003277,hsa-miR-609,MI0003622,0,0,0,0
chr11:28056830-28056850,miRNA,+,MIMAT0003278,MIMAT0003278,hsa-miR-610,MI0003623,0,0,0,0
chr11:61792500-61792522,miRNA,-,MIMAT0003279,MIMAT0003279,hsa-miR-611,MI0003624,0,0,0,0
chr11:65444473-65444497,miRNA,+,MIMAT0003280,MIMAT0003280,hsa-miR-612,MI0003625,0,0,1,0
chr12:12764709-12764728,miRNA,+,MIMAT0003281,MIMAT0003281,hsa-miR-613,MI0003626,0,0,0,0
chr12:12915882-12915904,miRNA,+,MIMAT0003282,MIMAT0003282,hsa-miR-614,MI0003627,0,0,0,0
chr12:54034010-54034031,miRNA,+,MIMAT0003283,MIMAT0003283,hsa-miR-615-3p,MI0003628,272,1709,420,25
chr12:57519223-57519244,miRNA,-,MIMAT0003284,MIMAT0003284,hsa-miR-616-5p,MI0003629,0,0,0,0
chr12:64622569-64622590,miRNA,+,MIMAT0003285,MIMAT0003285,hsa-miR-548c-3p,MI0003630,0,0,0,0
chr12:80832593-80832614,miRNA,-,MIMAT0003286,MIMAT0003286,hsa-miR-617,MI0003631,0,0,0,0
chr12:80935796-80935818,miRNA,-,MIMAT0003287,MIMAT0003287,hsa-miR-618,MI0003632,0,1,0,0
chr12:108836923-108836946,miRNA,-,MIMAT0003288,MIMAT0003288,hsa-miR-619-3p,MI0003633,0,0,0,0
chr12:116148575-116148594,miRNA,-,MIMAT0003289,MIMAT0003289,hsa-miR-620,MI0003634,0,0,0,0
chr13:40810826-40810846,miRNA,+,MIMAT0003290,MIMAT0003290,hsa-miR-621,MI0003635,0,0,0,0
chr13:90231242-90231262,miRNA,+,MIMAT0003291,MIMAT0003291,hsa-miR-622,MI0003636,0,0,0,0
